ESTADO,PERBASE,COD_PERIODO,COD_UTP,NIVEL,SUBNIVEL,FACULTAD,NOMBRE,DURACION_SEMESTRES,PERIODOS,CANTIDAD
2. Permanece programa,15,2013-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,131 a 132,207
4. Graduado,17,2014-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,141 a 142,22
3. Cambio de programa,17,2014-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,141 a 142,6
1. No matriculado,18,2014-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,142 a 151,71
2. Permanece programa,18,2014-2,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,142 a 151,22
3. Cambio de programa,20,2015-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,152 a 161,11
1. No matriculado,21,2016-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,161 a 162,56
2. Permanece programa,23,2017-1,28C,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Convenio Cuba),10,171 a 172,41
3. Cambio de programa,24,2017-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,172 a 181,2
2. Permanece programa,24,2017-2,FV34,Pregrado,Profesional,Ingeniería,Ingeniería Física (Básicos ingenieria),10,172 a 181,14
1. No matriculado,25,2018-1,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,181 a 182,1
2. Permanece programa,25,2018-1,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,181 a 182,96
1. No matriculado,26,2018-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,182 a 191,77
3. Cambio de programa,26,2018-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,182 a 191,2
2. Permanece programa,27,2019-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,191 a 192,614
4. Graduado,28,2019-2,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,192 a 201,5
1. No matriculado,28,2019-2,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,192 a 201,8
3. Cambio de programa,29,2020-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,201 a 202,8
3. Cambio de programa,29,2020-1,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,201 a 202,4
2. Permanece programa,31,2021-1,TS,Pregrado,Tecnológica,Ingeniería,Tecnología en Desarrollo de Software,6,211 a 212,24
1. No matriculado,1,2006-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,061 a 062,42
4. Graduado,3,2007-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,071 a 072,4
1. No matriculado,7,2009-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,091 a 092,73
4. Graduado,8,2009-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,092 a 101,34
3. Cambio de programa,9,2010-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,101 a 102,21
3. Cambio de programa,11,2011-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,111 a 112,17
2. Permanece programa,13,2012-1,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,121 a 122,7
2. Permanece programa,14,2012-2,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,122 a 131,12
4. Graduado,16,2013-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,132 a 141,17
4. Graduado,16,2013-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,132 a 141,13
4. Graduado,16,2013-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,132 a 141,44
2. Permanece programa,17,2014-1,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,141 a 142,56
1. No matriculado,17,2014-1,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,141 a 142,6
3. Cambio de programa,17,2014-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,141 a 142,19
3. Cambio de programa,19,2015-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,151 a 152,8
2. Permanece programa,21,2016-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,161 a 162,210
4. Graduado,21,2016-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,161 a 162,98
2. Permanece programa,23,2017-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,171 a 172,146
1. No matriculado,23,2017-1,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,171 a 172,15
3. Cambio de programa,23,2017-1,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,171 a 172,8
2. Permanece programa,24,2017-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,172 a 181,862
1. No matriculado,24,2017-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,172 a 181,14
4. Graduado,8,2009-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,092 a 101,66
3. Cambio de programa,9,2010-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,101 a 102,25
2. Permanece programa,12,2011-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,112 a 121,552
2. Permanece programa,21,2016-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,161 a 162,606
1. No matriculado,22,2016-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,162 a 171,43
4. Graduado,23,2017-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,171 a 172,83
1. No matriculado,23,2017-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,171 a 172,69
1. No matriculado,24,2017-2,FV28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Básicos ingeniería),10,172 a 181,4
1. No matriculado,12,2011-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,112 a 121,17
2. Permanece programa,13,2012-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,121 a 122,208
1. No matriculado,13,2012-1,AT,Posgrado,Especialización,Ingeniería,Especialización en Electrónica Digital,2,121 a 122,6
4. Graduado,14,2012-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,122 a 131,8
1. No matriculado,15,2013-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,131 a 132,61
2. Permanece programa,15,2013-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,131 a 132,550
3. Cambio de programa,15,2013-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,131 a 132,13
1. No matriculado,18,2014-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,142 a 151,29
3. Cambio de programa,18,2014-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,142 a 151,17
1. No matriculado,20,2015-2,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,152 a 161,2
4. Graduado,20,2015-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,152 a 161,16
3. Cambio de programa,22,2016-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,162 a 171,8
1. No matriculado,24,2017-2,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,172 a 181,13
3. Cambio de programa,25,2018-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,181 a 182,13
4. Graduado,26,2018-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,182 a 191,7
2. Permanece programa,26,2018-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,182 a 191,623
1. No matriculado,26,2018-2,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,182 a 191,24
4. Graduado,27,2019-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,191 a 192,18
2. Permanece programa,28,2019-2,28C,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Convenio Cuba),10,192 a 201,31
2. Permanece programa,29,2020-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,201 a 202,291
4. Graduado,29,2020-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,201 a 202,21
2. Permanece programa,29,2020-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,201 a 202,46
1. No matriculado,29,2020-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,201 a 202,3
1. No matriculado,30,2020-2,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,202 a 211,24
1. No matriculado,30,2020-2,AT,Posgrado,Especialización,Ingeniería,Especialización en Electrónica Digital,2,202 a 211,8
1. No matriculado,31,2021-1,28C,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Convenio Cuba),10,211 a 212,1
1. No matriculado,1,2006-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,061 a 062,3
2. Permanece programa,5,2008-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,081 a 082,578
3. Cambio de programa,6,2008-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,082 a 091,10
1. No matriculado,7,2009-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,091 a 092,10
3. Cambio de programa,7,2009-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,091 a 092,13
2. Permanece programa,8,2009-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,092 a 101,256
2. Permanece programa,9,2010-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,101 a 102,222
1. No matriculado,9,2010-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,101 a 102,14
4. Graduado,10,2010-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,102 a 111,3
1. No matriculado,12,2011-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,112 a 121,76
2. Permanece programa,13,2012-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,121 a 122,709
3. Cambio de programa,13,2012-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,121 a 122,18
3. Cambio de programa,15,2013-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,131 a 132,17
2. Permanece programa,16,2013-2,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,132 a 141,18
1. No matriculado,18,2014-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,142 a 151,54
3. Cambio de programa,19,2015-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,151 a 152,13
1. No matriculado,22,2016-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,162 a 171,69
2. Permanece programa,23,2017-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,171 a 172,618
3. Cambio de programa,23,2017-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,171 a 172,11
4. Graduado,25,2018-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,181 a 182,84
1. No matriculado,26,2018-2,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,182 a 191,1
3. Cambio de programa,26,2018-2,FV34,Pregrado,Profesional,Ingeniería,Ingeniería Física (Básicos ingenieria),10,182 a 191,1
2. Permanece programa,27,2019-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,191 a 192,221
1. No matriculado,27,2019-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,191 a 192,50
4. Graduado,27,2019-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,191 a 192,63
1. No matriculado,29,2020-1,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,201 a 202,27
4. Graduado,30,2020-2,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,202 a 211,5
2. Permanece programa,30,2020-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,202 a 211,70
3. Cambio de programa,30,2020-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,202 a 211,2
1. No matriculado,31,2021-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,211 a 212,33
1. No matriculado,1,2006-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,061 a 062,38
3. Cambio de programa,1,2006-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,061 a 062,17
3. Cambio de programa,2,2006-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,062 a 071,12
4. Graduado,4,2007-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,072 a 081,12
3. Cambio de programa,5,2008-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,081 a 082,16
1. No matriculado,6,2008-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,082 a 091,48
4. Graduado,7,2009-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,091 a 092,1
1. No matriculado,9,2010-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,101 a 102,51
1. No matriculado,11,2011-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,111 a 112,61
2. Permanece programa,12,2011-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,112 a 121,217
3. Cambio de programa,12,2011-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,112 a 121,17
3. Cambio de programa,13,2012-1,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,121 a 122,3
4. Graduado,15,2013-1,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,131 a 132,2
4. Graduado,16,2013-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,132 a 141,19
3. Cambio de programa,17,2014-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,141 a 142,18
1. No matriculado,18,2014-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,142 a 151,25
1. No matriculado,18,2014-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,142 a 151,9
1. No matriculado,18,2014-2,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,142 a 151,1
2. Permanece programa,19,2015-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,151 a 152,840
1. No matriculado,19,2015-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,151 a 152,65
1. No matriculado,19,2015-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,151 a 152,7
3. Cambio de programa,19,2015-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,151 a 152,6
1. No matriculado,25,2018-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,181 a 182,61
2. Permanece programa,26,2018-2,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,182 a 191,96
3. Cambio de programa,26,2018-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,182 a 191,1
3. Cambio de programa,27,2019-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,191 a 192,5
4. Graduado,28,2019-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,192 a 201,10
3. Cambio de programa,28,2019-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,192 a 201,5
2. Permanece programa,29,2020-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,201 a 202,274
1. No matriculado,30,2020-2,TS,Pregrado,Tecnológica,Ingeniería,Tecnología en Desarrollo de Software,6,202 a 211,13
2. Permanece programa,30,2020-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,202 a 211,292
1. No matriculado,31,2021-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,211 a 212,60
1. No matriculado,1,2006-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,061 a 062,40
2. Permanece programa,3,2007-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,071 a 072,526
1. No matriculado,4,2007-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,072 a 081,16
3. Cambio de programa,5,2008-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,081 a 082,17
3. Cambio de programa,11,2011-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,111 a 112,17
4. Graduado,12,2011-2,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,112 a 121,3
4. Graduado,13,2012-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,121 a 122,12
1. No matriculado,13,2012-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,121 a 122,31
1. No matriculado,15,2013-1,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,131 a 132,1
2. Permanece programa,2,2006-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,062 a 071,546
4. Graduado,3,2007-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,071 a 072,50
3. Cambio de programa,4,2007-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,072 a 081,2
3. Cambio de programa,6,2008-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,082 a 091,10
3. Cambio de programa,6,2008-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,082 a 091,8
4. Graduado,7,2009-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,091 a 092,2
2. Permanece programa,10,2010-2,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,102 a 111,25
1. No matriculado,10,2010-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,102 a 111,21
1. No matriculado,19,2015-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,151 a 152,45
4. Graduado,21,2016-1,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,161 a 162,1
1. No matriculado,21,2016-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,161 a 162,40
2. Permanece programa,25,2018-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,181 a 182,48
2. Permanece programa,26,2018-2,FV34,Pregrado,Profesional,Ingeniería,Ingeniería Física (Básicos ingenieria),10,182 a 191,9
4. Graduado,27,2019-1,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,191 a 192,9
1. No matriculado,27,2019-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,191 a 192,75
4. Graduado,27,2019-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,191 a 192,12
4. Graduado,28,2019-2,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,192 a 201,9
3. Cambio de programa,28,2019-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,192 a 201,13
2. Permanece programa,29,2020-1,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,201 a 202,208
2. Permanece programa,30,2020-2,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,202 a 211,25
2. Permanece programa,30,2020-2,TS,Pregrado,Tecnológica,Ingeniería,Tecnología en Desarrollo de Software,6,202 a 211,26
3. Cambio de programa,30,2020-2,AT,Posgrado,Especialización,Ingeniería,Especialización en Electrónica Digital,2,202 a 211,1
2. Permanece programa,31,2021-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,211 a 212,294
3. Cambio de programa,2,2006-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,062 a 071,9
2. Permanece programa,5,2008-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,081 a 082,190
2. Permanece programa,7,2009-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,091 a 092,529
3. Cambio de programa,9,2010-1,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,101 a 102,9
3. Cambio de programa,14,2012-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,122 a 131,9
2. Permanece programa,16,2013-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,132 a 141,864
2. Permanece programa,16,2013-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,132 a 141,38
3. Cambio de programa,17,2014-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,141 a 142,11
2. Permanece programa,22,2016-2,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,162 a 171,14
2. Permanece programa,23,2017-1,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,171 a 172,36
2. Permanece programa,23,2017-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,171 a 172,219
2. Permanece programa,23,2017-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,171 a 172,843
1. No matriculado,23,2017-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,171 a 172,9
4. Graduado,23,2017-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,171 a 172,10
4. Graduado,24,2017-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,172 a 181,69
1. No matriculado,24,2017-2,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,172 a 181,2
3. Cambio de programa,24,2017-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,172 a 181,1
2. Permanece programa,26,2018-2,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,182 a 191,31
2. Permanece programa,27,2019-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,191 a 192,40
4. Graduado,28,2019-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,192 a 201,17
4. Graduado,29,2020-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,201 a 202,74
2. Permanece programa,30,2020-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,202 a 211,813
3. Cambio de programa,31,2021-1,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,211 a 212,2
2. Permanece programa,6,2008-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,082 a 091,248
2. Permanece programa,7,2009-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,091 a 092,609
2. Permanece programa,7,2009-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,091 a 092,200
3. Cambio de programa,7,2009-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,091 a 092,16
2. Permanece programa,7,2009-1,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,091 a 092,4
1. No matriculado,9,2010-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,101 a 102,64
1. No matriculado,9,2010-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,101 a 102,87
2. Permanece programa,11,2011-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,111 a 112,214
2. Permanece programa,12,2011-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,112 a 121,674
1. No matriculado,12,2011-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,112 a 121,62
2. Permanece programa,13,2012-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,121 a 122,223
2. Permanece programa,14,2012-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,122 a 131,26
2. Permanece programa,15,2013-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,131 a 132,23
4. Graduado,18,2014-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,142 a 151,13
4. Graduado,19,2015-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,151 a 152,32
4. Graduado,22,2016-2,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,162 a 171,6
2. Permanece programa,24,2017-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,172 a 181,224
4. Graduado,24,2017-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,172 a 181,16
3. Cambio de programa,24,2017-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,172 a 181,9
4. Graduado,25,2018-1,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,181 a 182,9
2. Permanece programa,28,2019-2,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,192 a 201,53
1. No matriculado,29,2020-1,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,201 a 202,1
1. No matriculado,30,2020-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,202 a 211,22
4. Graduado,30,2020-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,202 a 211,35
2. Permanece programa,31,2021-1,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,211 a 212,29
2. Permanece programa,25,2018-1,FV12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica (Básicos ingeniería),10,181 a 182,18
1. No matriculado,26,2018-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,182 a 191,11
3. Cambio de programa,27,2019-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,191 a 192,7
