CANTIDAD,COD_PERIODO,IDPER,COD_UTP,ESTADO,FACULTAD
15,2009-1,21,37,GRADUADO,Ingeniería
26,2014-1,11,36,NO MATRICULADO,Ingeniería
5,2013-2,12,37,GRADUADO,Ingeniería
5,2011-2,11,37,MATRICULADO,Ingeniería
54,2014-1,7,12,MATRICULADO,Ingeniería
82,2015-2,0,28,MATRICULADO,Ingeniería
48,2010-1,6,28,MATRICULADO,Ingeniería
52,2008-1,6,12,MATRICULADO,Ingeniería
24,2013-1,1,37,NO MATRICULADO,Ingeniería
21,2009-1,6,36,MATRICULADO,Ingeniería
13,2010-2,2,47,MATRICULADO,Ingeniería
4,2014-2,12,37,GRADUADO,Ingeniería
41,2008-2,4,28,NO MATRICULADO,Ingeniería
5,2009-2,23,36,GRADUADO,Ingeniería
36,2021-1,1,34,MATRICULADO,Ingeniería
1,2015-1,10,36,GRADUADO,Ingeniería
15,2018-2,0,AY,MATRICULADO,Ingeniería
37,2015-2,8,12,MATRICULADO,Ingeniería
22,2007-1,23,36,GRADUADO,Ingeniería
10,2010-1,10,37,MATRICULADO,Ingeniería
41,2013-2,7,12,MATRICULADO,Ingeniería
40,2009-2,12,36,NO MATRICULADO,Ingeniería
28,2016-1,3,37,MATRICULADO,Ingeniería
28,2014-1,2,37,NO MATRICULADO,Ingeniería
5,2010-2,7,47,NO MATRICULADO,Ingeniería
34,2011-1,5,28,MATRICULADO,Ingeniería
10,2017-1,7,AY,NO MATRICULADO,Ingeniería
21,2018-2,6,FI,NO MATRICULADO,Ingeniería
20,2013-2,13,36,NO MATRICULADO,Ingeniería
28,2012-1,16,28,GRADUADO,Ingeniería
9,2011-2,19,AY,NO MATRICULADO,Ingeniería
35,2008-2,26,12,GRADUADO,Ingeniería
51,2008-1,26,36,NO MATRICULADO,Ingeniería
28,2006-2,27,12,GRADUADO,Ingeniería
39,2009-2,10,36,NO MATRICULADO,Ingeniería
46,2009-1,11,36,NO MATRICULADO,Ingeniería
34,2014-1,5,37,NO MATRICULADO,Ingeniería
12,2011-2,3,AY,MATRICULADO,Ingeniería
10,2010-2,3,36,MATRICULADO,Ingeniería
47,2007-1,14,36,NO MATRICULADO,Ingeniería
52,2016-1,9,34,NO MATRICULADO,Ingeniería
9,2013-1,10,37,MATRICULADO,Ingeniería
19,2012-2,13,12,GRADUADO,Ingeniería
15,2012-1,14,12,MATRICULADO,Ingeniería
20,2011-1,16,28,GRADUADO,Ingeniería
8,2010-1,17,47,GRADUADO,Ingeniería
40,2009-2,8,36,NO MATRICULADO,Ingeniería
51,2006-2,7,28,NO MATRICULADO,Ingeniería
44,2008-1,2,34,NO MATRICULADO,Ingeniería
16,2006-2,11,28,MATRICULADO,Ingeniería
46,2007-2,8,28,NO MATRICULADO,Ingeniería
11,2020-1,2,FI,NO MATRICULADO,Ingeniería
40,2008-2,22,12,NO MATRICULADO,Ingeniería
4,2016-1,5,AY,GRADUADO,Ingeniería
14,2011-1,11,28,GRADUADO,Ingeniería
8,2010-2,17,AZ,GRADUADO,Ingeniería
4,2008-2,19,28,MATRICULADO,Ingeniería
31,2016-2,3,37,MATRICULADO,Ingeniería
14,2010-1,5,47,NO MATRICULADO,Ingeniería
29,2006-1,21,12,GRADUADO,Ingeniería
16,2014-1,14,12,MATRICULADO,Ingeniería
5,2009-2,24,36,GRADUADO,Ingeniería
33,2006-1,31,12,GRADUADO,Ingeniería
23,2018-2,3,12,NO MATRICULADO,Ingeniería
8,2010-2,17,12,MATRICULADO,Ingeniería
2,2009-1,20,37,MATRICULADO,Ingeniería
6,2006-1,22,37,GRADUADO,Ingeniería
7,2013-2,9,AZ,GRADUADO,Ingeniería
13,2014-1,5,37,MATRICULADO,Ingeniería
16,2017-2,0,47,MATRICULADO,Ingeniería
2,2009-2,9,47,NO MATRICULADO,Ingeniería
12,2007-1,12,37,MATRICULADO,Ingeniería
8,2008-2,12,28,GRADUADO,Ingeniería
20,2006-1,15,28,GRADUADO,Ingeniería
12,2007-2,9,36,MATRICULADO,Ingeniería
19,2020-2,1,12,NO MATRICULADO,Ingeniería
45,2010-2,21,12,NO MATRICULADO,Ingeniería
15,2010-2,16,AY,GRADUADO,Ingeniería
34,2009-1,21,12,GRADUADO,Ingeniería
4,2017-1,4,AY,GRADUADO,Ingeniería
36,2015-1,2,37,NO MATRICULADO,Ingeniería
17,2011-1,13,28,GRADUADO,Ingeniería
7,2011-1,12,36,MATRICULADO,Ingeniería
14,2007-1,10,37,MATRICULADO,Ingeniería
27,2019-2,0,FI,MATRICULADO,Ingeniería
3,2007-2,21,37,MATRICULADO,Ingeniería
12,2012-2,7,37,MATRICULADO,Ingeniería
4,2015-1,1,DV,MATRICULADO,Ingeniería
15,2013-2,3,37,MATRICULADO,Ingeniería
13,2013-1,0,AY,MATRICULADO,Ingeniería
35,2009-2,1,37,MATRICULADO,Ingeniería
5,2014-1,12,47,GRADUADO,Ingeniería
47,2018-2,5,28,NO MATRICULADO,Ingeniería
27,2020-2,2,28,NO MATRICULADO,Ingeniería
20,2013-1,9,36,MATRICULADO,Ingeniería
14,2017-2,1,47,MATRICULADO,Ingeniería
15,2009-1,17,37,GRADUADO,Ingeniería
4,2011-2,13,36,MATRICULADO,Ingeniería
42,2013-1,11,28,NO MATRICULADO,Ingeniería
25,2013-1,7,36,NO MATRICULADO,Ingeniería
9,2009-1,8,47,NO MATRICULADO,Ingeniería
42,2008-1,10,28,NO MATRICULADO,Ingeniería
12,2007-2,11,36,MATRICULADO,Ingeniería
33,2006-2,10,36,NO MATRICULADO,Ingeniería
50,2011-2,4,12,MATRICULADO,Ingeniería
4,2009-1,7,AZ,NO MATRICULADO,Ingeniería
7,2019-1,1,AZ,GRADUADO,Ingeniería
33,2006-1,29,12,GRADUADO,Ingeniería
5,2019-2,1,AT,MATRICULADO,Ingeniería
6,2012-2,12,AY,GRADUADO,Ingeniería
18,2006-1,14,28,GRADUADO,Ingeniería
10,2011-1,15,36,GRADUADO,Ingeniería
3,2008-1,18,36,MATRICULADO,Ingeniería
10,2009-2,19,12,MATRICULADO,Ingeniería
5,2013-1,2,47,NO MATRICULADO,Ingeniería
18,2006-2,15,12,MATRICULADO,Ingeniería
11,2008-1,14,34,MATRICULADO,Ingeniería
22,2009-1,5,37,MATRICULADO,Ingeniería
14,2008-2,6,36,MATRICULADO,Ingeniería
9,2013-2,13,28,MATRICULADO,Ingeniería
11,2018-1,1,34,NO MATRICULADO,Ingeniería
13,2007-1,11,37,MATRICULADO,Ingeniería
13,2009-2,3,37,MATRICULADO,Ingeniería
37,2017-1,7,FI,NO MATRICULADO,Ingeniería
20,2013-2,14,36,NO MATRICULADO,Ingeniería
15,2014-1,4,36,MATRICULADO,Ingeniería
8,2013-2,5,12,NO MATRICULADO,Ingeniería
4,2014-1,7,DV,MATRICULADO,Ingeniería
10,2006-2,12,28,MATRICULADO,Ingeniería
4,2009-2,11,36,MATRICULADO,Ingeniería
20,2013-2,16,36,NO MATRICULADO,Ingeniería
4,2018-2,1,DV,MATRICULADO,Ingeniería
35,2017-2,5,28,MATRICULADO,Ingeniería
2,2012-2,6,AY,NO MATRICULADO,Ingeniería
2,2010-1,14,37,MATRICULADO,Ingeniería
11,2011-1,7,47,GRADUADO,Ingeniería
7,2012-1,1,47,MATRICULADO,Ingeniería
11,2008-1,11,12,GRADUADO,Ingeniería
23,2019-1,4,TS,NO MATRICULADO,Ingeniería
9,2013-2,16,12,MATRICULADO,Ingeniería
22,2008-1,21,34,GRADUADO,Ingeniería
5,2010-2,11,37,MATRICULADO,Ingeniería
9,2009-1,17,12,MATRICULADO,Ingeniería
9,2007-2,18,36,GRADUADO,Ingeniería
15,2015-2,1,12,NO MATRICULADO,Ingeniería
25,2007-1,9,34,MATRICULADO,Ingeniería
10,2016-1,9,36,MATRICULADO,Ingeniería
12,2014-2,11,37,MATRICULADO,Ingeniería
12,2010-2,12,AY,GRADUADO,Ingeniería
8,2017-1,4,28C,NO MATRICULADO,Ingeniería
3,2017-2,4,47,MATRICULADO,Ingeniería
18,2016-2,8,FI,NO MATRICULADO,Ingeniería
8,2010-1,19,47,GRADUADO,Ingeniería
15,2010-2,14,12,GRADUADO,Ingeniería
3,2015-1,8,DV,MATRICULADO,Ingeniería
7,2009-2,6,37,MATRICULADO,Ingeniería
2,2008-1,17,28,MATRICULADO,Ingeniería
6,2012-2,7,47,NO MATRICULADO,Ingeniería
10,2016-1,11,AY,GRADUADO,Ingeniería
9,2008-2,14,36,GRADUADO,Ingeniería
18,2010-1,20,34,GRADUADO,Ingeniería
2,2010-1,17,34,MATRICULADO,Ingeniería
9,2013-2,12,28,MATRICULADO,Ingeniería
19,2011-2,12,28,MATRICULADO,Ingeniería
6,2014-1,1,DV,MATRICULADO,Ingeniería
6,2011-1,7,47,NO MATRICULADO,Ingeniería
6,2011-1,17,47,NO MATRICULADO,Ingeniería
11,2017-1,2,47,MATRICULADO,Ingeniería
5,2008-2,16,28,MATRICULADO,Ingeniería
15,2009-1,19,37,GRADUADO,Ingeniería
8,2011-2,11,36,MATRICULADO,Ingeniería
6,2014-1,5,DV,MATRICULADO,Ingeniería
13,2013-1,2,AY,MATRICULADO,Ingeniería
17,2009-2,1,28,NO MATRICULADO,Ingeniería
3,2009-1,4,AZ,NO MATRICULADO,Ingeniería
3,2009-1,21,AZ,NO MATRICULADO,Ingeniería
15,2015-1,13,36,GRADUADO,Ingeniería
5,2013-1,12,AY,GRADUADO,Ingeniería
39,2009-2,7,36,NO MATRICULADO,Ingeniería
1,2019-1,5,DV,MATRICULADO,Ingeniería
12,2007-2,22,37,GRADUADO,Ingeniería
7,2017-1,3,47,NO MATRICULADO,Ingeniería
4,2014-1,10,DV,MATRICULADO,Ingeniería
2,2014-1,3,47,GRADUADO,Ingeniería
5,2014-2,5,47,MATRICULADO,Ingeniería
6,2010-1,11,47,GRADUADO,Ingeniería
3,2012-1,19,12,MATRICULADO,Ingeniería
8,2008-1,15,37,GRADUADO,Ingeniería
3,2009-2,13,36,MATRICULADO,Ingeniería
9,2012-2,14,37,GRADUADO,Ingeniería
3,2013-1,15,36,MATRICULADO,Ingeniería
5,2007-2,14,37,MATRICULADO,Ingeniería
11,2016-1,11,36,MATRICULADO,Ingeniería
8,2019-2,2,34,NO MATRICULADO,Ingeniería
6,2017-2,6,47,MATRICULADO,Ingeniería
6,2011-2,0,DV,MATRICULADO,Ingeniería
3,2010-2,13,AZ,NO MATRICULADO,Ingeniería
3,2010-1,5,47,MATRICULADO,Ingeniería
24,2011-2,19,28,GRADUADO,Ingeniería
7,2011-2,18,AY,GRADUADO,Ingeniería
7,2011-2,15,AY,NO MATRICULADO,Ingeniería
7,2015-1,10,28,GRADUADO,Ingeniería
2,2006-1,18,36,MATRICULADO,Ingeniería
4,2008-1,11,34,GRADUADO,Ingeniería
26,2006-1,17,28,GRADUADO,Ingeniería
6,2015-1,11,36,GRADUADO,Ingeniería
17,2008-1,27,36,GRADUADO,Ingeniería
8,2017-1,9,47,NO MATRICULADO,Ingeniería
2,2017-2,7,DV,MATRICULADO,Ingeniería
9,2017-1,3,FV28,NO MATRICULADO,Ingeniería
1,2010-2,15,37,MATRICULADO,Ingeniería
11,2018-2,2,AY,MATRICULADO,Ingeniería
22,2015-2,4,36,NO MATRICULADO,Ingeniería
3,2006-1,15,37,MATRICULADO,Ingeniería
9,2018-1,6,47,MATRICULADO,Ingeniería
4,2012-2,15,AY,NO MATRICULADO,Ingeniería
14,2016-2,2,47,MATRICULADO,Ingeniería
10,2007-2,17,37,GRADUADO,Ingeniería
1,2010-1,4,AT,MATRICULADO,Ingeniería
5,2013-2,12,37,MATRICULADO,Ingeniería
14,2013-2,5,37,MATRICULADO,Ingeniería
3,2014-2,6,47,NO MATRICULADO,Ingeniería
9,2006-1,12,34,GRADUADO,Ingeniería
9,2008-1,23,37,GRADUADO,Ingeniería
15,2017-2,7,37,MATRICULADO,Ingeniería
3,2011-1,16,37,MATRICULADO,Ingeniería
8,2009-1,23,47,GRADUADO,Ingeniería
6,2016-1,1,DV,MATRICULADO,Ingeniería
5,2006-2,10,28,GRADUADO,Ingeniería
7,2013-2,2,AZ,MATRICULADO,Ingeniería
2,2012-2,4,AY,NO MATRICULADO,Ingeniería
15,2010-2,1,28,NO MATRICULADO,Ingeniería
5,2013-1,5,47,NO MATRICULADO,Ingeniería
19,2007-1,6,37,MATRICULADO,Ingeniería
11,2007-2,20,36,GRADUADO,Ingeniería
5,2013-1,12,47,NO MATRICULADO,Ingeniería
3,2012-2,13,37,MATRICULADO,Ingeniería
5,2009-1,14,37,MATRICULADO,Ingeniería
7,2011-2,16,37,GRADUADO,Ingeniería
17,2016-2,5,FI,NO MATRICULADO,Ingeniería
1,2009-1,9,28,GRADUADO,Ingeniería
7,2014-1,10,AY,GRADUADO,Ingeniería
3,2011-1,21,12,MATRICULADO,Ingeniería
2,2017-2,4,AY,MATRICULADO,Ingeniería
9,2011-1,11,34,GRADUADO,Ingeniería
1,2012-1,3,47,NO MATRICULADO,Ingeniería
4,2010-1,9,47,GRADUADO,Ingeniería
11,2009-2,18,12,MATRICULADO,Ingeniería
3,2012-1,5,47,MATRICULADO,Ingeniería
4,2014-1,9,DV,MATRICULADO,Ingeniería
14,2016-1,6,36,MATRICULADO,Ingeniería
12,2013-2,7,12,NO MATRICULADO,Ingeniería
6,2012-1,13,34,MATRICULADO,Ingeniería
5,2015-2,12,36,MATRICULADO,Ingeniería
13,2019-2,2,12,NO MATRICULADO,Ingeniería
13,2013-2,10,12,NO MATRICULADO,Ingeniería
3,2014-1,10,34,GRADUADO,Ingeniería
5,2017-2,6,47,GRADUADO,Ingeniería
9,2006-2,25,37,GRADUADO,Ingeniería
6,2007-1,18,28,MATRICULADO,Ingeniería
1,2006-2,21,28,MATRICULADO,Ingeniería
3,2010-2,4,47,MATRICULADO,Ingeniería
3,2014-2,13,36,GRADUADO,Ingeniería
7,2014-1,8,AY,GRADUADO,Ingeniería
2,2006-2,18,28,MATRICULADO,Ingeniería
4,2010-2,12,37,MATRICULADO,Ingeniería
6,2011-1,16,47,NO MATRICULADO,Ingeniería
7,2015-1,5,AY,MATRICULADO,Ingeniería
4,2014-2,1,37,NO MATRICULADO,Ingeniería
7,2008-2,12,12,GRADUADO,Ingeniería
1,2015-1,11,DV,MATRICULADO,Ingeniería
4,2010-1,19,28,MATRICULADO,Ingeniería
3,2009-2,23,28,MATRICULADO,Ingeniería
3,2013-2,11,37,GRADUADO,Ingeniería
5,2009-2,19,28,MATRICULADO,Ingeniería
2,2010-2,18,36,GRADUADO,Ingeniería
7,2009-1,19,47,GRADUADO,Ingeniería
6,2017-2,1,34,NO MATRICULADO,Ingeniería
11,2006-2,11,36,MATRICULADO,Ingeniería
6,2013-1,14,47,GRADUADO,Ingeniería
4,2009-2,17,36,GRADUADO,Ingeniería
1,2008-1,20,37,MATRICULADO,Ingeniería
2,2011-1,5,47,MATRICULADO,Ingeniería
2,2008-2,22,28,MATRICULADO,Ingeniería
2,2009-2,18,36,MATRICULADO,Ingeniería
2,2011-2,10,28,GRADUADO,Ingeniería
6,2021-1,1,34,NO MATRICULADO,Ingeniería
1,2007-1,26,34,MATRICULADO,Ingeniería
7,2014-2,9,36,MATRICULADO,Ingeniería
6,2008-2,14,37,GRADUADO,Ingeniería
4,2008-2,6,47,NO MATRICULADO,Ingeniería
4,2014-1,13,37,MATRICULADO,Ingeniería
4,2011-2,17,47,NO MATRICULADO,Ingeniería
10,2014-1,1,12,NO MATRICULADO,Ingeniería
4,2009-2,19,36,GRADUADO,Ingeniería
11,2011-2,8,36,MATRICULADO,Ingeniería
4,2010-2,15,47,NO MATRICULADO,Ingeniería
2,2016-2,10,DV,GRADUADO,Ingeniería
4,2016-2,2,DV,MATRICULADO,Ingeniería
5,2009-1,15,37,MATRICULADO,Ingeniería
3,2010-2,17,AZ,NO MATRICULADO,Ingeniería
2,2020-2,2,DV,MATRICULADO,Ingeniería
4,2008-1,21,12,MATRICULADO,Ingeniería
5,2015-1,7,AY,MATRICULADO,Ingeniería
3,2008-2,16,47,NO MATRICULADO,Ingeniería
7,2014-2,6,36,MATRICULADO,Ingeniería
1,2013-1,4,47,GRADUADO,Ingeniería
11,2010-2,4,AZ,NO MATRICULADO,Ingeniería
5,2012-1,13,47,GRADUADO,Ingeniería
3,2011-2,5,47,NO MATRICULADO,Ingeniería
1,2010-2,8,AZ,MATRICULADO,Ingeniería
1,2012-1,17,47,NO MATRICULADO,Ingeniería
8,2006-2,17,36,GRADUADO,Ingeniería
7,2006-1,13,37,MATRICULADO,Ingeniería
3,2015-1,2,DV,MATRICULADO,Ingeniería
6,2014-1,15,DV,GRADUADO,Ingeniería
2,2012-1,12,47,NO MATRICULADO,Ingeniería
2,2011-2,12,DV,MATRICULADO,Ingeniería
3,2020-1,3,DV,MATRICULADO,Ingeniería
5,2010-2,8,AZ,GRADUADO,Ingeniería
7,2013-2,12,AZ,GRADUADO,Ingeniería
5,2014-1,9,37,MATRICULADO,Ingeniería
5,2009-2,22,36,GRADUADO,Ingeniería
1,2008-1,21,34,MATRICULADO,Ingeniería
3,2009-1,20,AZ,NO MATRICULADO,Ingeniería
4,2015-1,13,47,GRADUADO,Ingeniería
2,2007-1,11,36,GRADUADO,Ingeniería
3,2013-1,6,DV,MATRICULADO,Ingeniería
2,2008-2,16,37,MATRICULADO,Ingeniería
1,2015-1,5,DV,NO MATRICULADO,Ingeniería
1,2012-1,17,DV,GRADUADO,Ingeniería
1,2006-1,27,34,MATRICULADO,Ingeniería
2,2012-2,16,DV,GRADUADO,Ingeniería
1,2009-2,22,47,NO MATRICULADO,Ingeniería
3,2012-2,12,36,GRADUADO,Ingeniería
4,2008-2,10,28,GRADUADO,Ingeniería
2,2015-2,11,47,GRADUADO,Ingeniería
5,2010-2,15,37,GRADUADO,Ingeniería
2,2014-2,2,47,NO MATRICULADO,Ingeniería
1,2019-1,5,AZ,NO MATRICULADO,Ingeniería
2,2010-1,20,28,MATRICULADO,Ingeniería
2,2012-1,17,37,MATRICULADO,Ingeniería
4,2016-1,6,47,MATRICULADO,Ingeniería
2,2015-2,4,DV,MATRICULADO,Ingeniería
8,2013-1,13,34,MATRICULADO,Ingeniería
2,2014-1,10,47,NO MATRICULADO,Ingeniería
5,2011-1,18,28,MATRICULADO,Ingeniería
1,2009-1,18,36,MATRICULADO,Ingeniería
1,2011-1,1,AZ,MATRICULADO,Ingeniería
1,2019-1,2,AZ,NO MATRICULADO,Ingeniería
1,2017-2,3,AY,GRADUADO,Ingeniería
3,2012-2,14,DV,NO MATRICULADO,Ingeniería
1,2011-2,10,12,GRADUADO,Ingeniería
1,2010-1,5,47,GRADUADO,Ingeniería
2,2014-1,9,DV,GRADUADO,Ingeniería
3,2013-1,16,37,MATRICULADO,Ingeniería
1,2015-1,12,DV,MATRICULADO,Ingeniería
2,2007-1,18,34,MATRICULADO,Ingeniería
5,2009-1,11,34,GRADUADO,Ingeniería
1,2014-1,11,AY,MATRICULADO,Ingeniería
1,2018-2,4,AY,MATRICULADO,Ingeniería
2,2006-1,18,28,MATRICULADO,Ingeniería
1,2012-2,12,47,MATRICULADO,Ingeniería
1,2011-2,17,DV,NO MATRICULADO,Ingeniería
1,2009-1,7,47,MATRICULADO,Ingeniería
1,2006-2,20,28,MATRICULADO,Ingeniería
1,2007-1,25,12,MATRICULADO,Ingeniería
2,2013-2,14,DV,GRADUADO,Ingeniería
1,2007-1,22,34,MATRICULADO,Ingeniería
1,2006-2,26,28,MATRICULADO,Ingeniería
1,2018-1,6,AY,MATRICULADO,Ingeniería
1,2008-1,26,28,MATRICULADO,Ingeniería
1,2009-2,22,47,GRADUADO,Ingeniería
1,2012-1,18,DV,GRADUADO,Ingeniería
1,2010-2,19,28,MATRICULADO,Ingeniería
4,2013-2,5,47,NO MATRICULADO,Ingeniería
1,2009-2,20,37,MATRICULADO,Ingeniería
3,2019-2,2,FI,NO MATRICULADO,Ingeniería
1,2007-1,27,37,MATRICULADO,Ingeniería
3,2008-2,24,47,NO MATRICULADO,Ingeniería
1,2019-2,3,AT,GRADUADO,Ingeniería
1,2016-1,7,47,MATRICULADO,Ingeniería
2,2009-1,5,AZ,MATRICULADO,Ingeniería
1,2010-2,22,AZ,NO MATRICULADO,Ingeniería
1,2015-1,3,DV,NO MATRICULADO,Ingeniería
5,2016-2,10,47,NO MATRICULADO,Ingeniería
1,2015-1,9,36,GRADUADO,Ingeniería
1,2010-1,7,AT,NO MATRICULADO,Ingeniería
1,2014-1,7,47,MATRICULADO,Ingeniería
1,2009-2,8,47,MATRICULADO,Ingeniería
1,2006-1,22,28,MATRICULADO,Ingeniería
1,2007-1,19,37,MATRICULADO,Ingeniería
1,2010-1,21,37,MATRICULADO,Ingeniería
1,2009-2,24,37,MATRICULADO,Ingeniería
1,2014-1,10,37,GRADUADO,Ingeniería
1,2011-1,0,AZ,MATRICULADO,Ingeniería
1,2008-1,20,34,MATRICULADO,Ingeniería
1,2008-1,10,12,GRADUADO,Ingeniería
1,2007-2,23,28,MATRICULADO,Ingeniería
1,2011-1,3,AZ,NO MATRICULADO,Ingeniería
45,2009-2,0,36,MATRICULADO,Ingeniería
60,2009-1,1,28,MATRICULADO,Ingeniería
43,2007-2,4,28,NO MATRICULADO,Ingeniería
52,2007-2,6,37,NO MATRICULADO,Ingeniería
57,2006-1,2,28,MATRICULADO,Ingeniería
29,2016-1,9,12,NO MATRICULADO,Ingeniería
44,2016-1,9,28,MATRICULADO,Ingeniería
9,2008-2,23,37,GRADUADO,Ingeniería
44,2008-1,24,28,NO MATRICULADO,Ingeniería
40,2006-1,28,28,NO MATRICULADO,Ingeniería
63,2008-1,25,34,NO MATRICULADO,Ingeniería
31,2013-1,15,12,GRADUADO,Ingeniería
64,2019-1,2,28,MATRICULADO,Ingeniería
81,2021-1,1,28,MATRICULADO,Ingeniería
58,2006-1,31,34,NO MATRICULADO,Ingeniería
62,2020-2,2,28,MATRICULADO,Ingeniería
55,2020-2,2,12,MATRICULADO,Ingeniería
31,2019-2,4,28,NO MATRICULADO,Ingeniería
18,2019-2,3,AY,MATRICULADO,Ingeniería
25,2019-1,5,TS,NO MATRICULADO,Ingeniería
48,2018-1,6,12,MATRICULADO,Ingeniería
42,2008-1,26,12,GRADUADO,Ingeniería
63,2008-1,26,34,NO MATRICULADO,Ingeniería
53,2007-2,27,36,NO MATRICULADO,Ingeniería
25,2015-1,12,12,NO MATRICULADO,Ingeniería
34,2010-2,19,28,GRADUADO,Ingeniería
61,2018-1,2,12,MATRICULADO,Ingeniería
7,2014-1,9,AY,GRADUADO,Ingeniería
34,2017-1,4,34,NO MATRICULADO,Ingeniería
49,2016-1,6,28,NO MATRICULADO,Ingeniería
2,2012-2,12,DV,MATRICULADO,Ingeniería
3,2012-2,9,DV,NO MATRICULADO,Ingeniería
22,2009-1,19,34,GRADUADO,Ingeniería
21,2015-1,9,37,MATRICULADO,Ingeniería
32,2010-2,17,28,GRADUADO,Ingeniería
38,2006-1,25,36,NO MATRICULADO,Ingeniería
58,2015-1,5,37,NO MATRICULADO,Ingeniería
13,2014-1,11,34,GRADUADO,Ingeniería
20,2013-2,12,28,NO MATRICULADO,Ingeniería
41,2013-1,9,28,MATRICULADO,Ingeniería
54,2012-1,15,34,NO MATRICULADO,Ingeniería
31,2008-2,21,12,GRADUADO,Ingeniería
51,2007-1,24,34,NO MATRICULADO,Ingeniería
33,2006-2,25,36,NO MATRICULADO,Ingeniería
18,2010-1,19,34,GRADUADO,Ingeniería
40,2009-2,16,36,NO MATRICULADO,Ingeniería
23,2013-2,9,28,MATRICULADO,Ingeniería
20,2012-2,11,28,MATRICULADO,Ingeniería
47,2009-1,17,36,NO MATRICULADO,Ingeniería
47,2016-1,5,34,NO MATRICULADO,Ingeniería
53,2012-1,12,34,NO MATRICULADO,Ingeniería
54,2006-2,19,28,NO MATRICULADO,Ingeniería
34,2007-2,13,12,NO MATRICULADO,Ingeniería
33,2012-1,9,34,MATRICULADO,Ingeniería
55,2011-1,11,34,NO MATRICULADO,Ingeniería
53,2009-2,14,37,NO MATRICULADO,Ingeniería
33,2013-1,1,36,MATRICULADO,Ingeniería
58,2006-1,21,34,NO MATRICULADO,Ingeniería
29,2006-1,20,28,GRADUADO,Ingeniería
53,2010-1,9,34,NO MATRICULADO,Ingeniería
53,2009-2,10,37,NO MATRICULADO,Ingeniería
37,2010-1,14,28,NO MATRICULADO,Ingeniería
64,2009-1,16,37,NO MATRICULADO,Ingeniería
54,2007-2,14,36,NO MATRICULADO,Ingeniería
62,2008-1,18,34,NO MATRICULADO,Ingeniería
47,2012-1,4,34,NO MATRICULADO,Ingeniería
27,2006-1,7,36,MATRICULADO,Ingeniería
38,2006-1,7,28,NO MATRICULADO,Ingeniería
32,2011-2,2,36,NO MATRICULADO,Ingeniería
40,2010-1,2,36,NO MATRICULADO,Ingeniería
55,2014-2,14,28,NO MATRICULADO,Ingeniería
16,2014-2,14,12,GRADUADO,Ingeniería
42,2009-1,7,36,NO MATRICULADO,Ingeniería
34,2008-2,8,28,MATRICULADO,Ingeniería
70,2008-2,0,37,MATRICULADO,Ingeniería
43,2008-1,9,28,NO MATRICULADO,Ingeniería
15,2006-1,13,34,GRADUADO,Ingeniería
33,2007-1,2,37,MATRICULADO,Ingeniería
21,2008-1,11,28,MATRICULADO,Ingeniería
45,2006-2,3,12,MATRICULADO,Ingeniería
37,2007-1,7,28,MATRICULADO,Ingeniería
49,2007-1,7,34,NO MATRICULADO,Ingeniería
35,2006-1,3,12,NO MATRICULADO,Ingeniería
29,2006-1,3,28,NO MATRICULADO,Ingeniería
42,2006-1,15,12,NO MATRICULADO,Ingeniería
87,2013-1,0,28,MATRICULADO,Ingeniería
82,2010-1,0,28,MATRICULADO,Ingeniería
16,2006-2,1,28,NO MATRICULADO,Ingeniería
67,2012-2,1,28,MATRICULADO,Ingeniería
52,2012-1,2,28,MATRICULADO,Ingeniería
1,2007-1,10,34,GRADUADO,Ingeniería
5,2010-2,5,36,MATRICULADO,Ingeniería
23,2010-2,2,12,NO MATRICULADO,Ingeniería
49,2021-1,1,37,MATRICULADO,Ingeniería
33,2009-1,8,28,MATRICULADO,Ingeniería
28,2009-2,4,12,NO MATRICULADO,Ingeniería
38,2009-1,1,37,NO MATRICULADO,Ingeniería
45,2008-1,3,36,NO MATRICULADO,Ingeniería
43,2017-1,7,34,NO MATRICULADO,Ingeniería
30,2006-1,29,28,GRADUADO,Ingeniería
78,2020-1,0,12,MATRICULADO,Ingeniería
15,2013-1,13,12,MATRICULADO,Ingeniería
16,2019-1,2,TS,MATRICULADO,Ingeniería
15,2013-2,13,12,NO MATRICULADO,Ingeniería
45,2011-1,17,36,NO MATRICULADO,Ingeniería
35,2015-1,12,34,NO MATRICULADO,Ingeniería
41,2013-1,16,12,NO MATRICULADO,Ingeniería
8,2011-1,21,37,GRADUADO,Ingeniería
65,2010-1,22,37,NO MATRICULADO,Ingeniería
67,2019-1,1,12,MATRICULADO,Ingeniería
18,2019-2,2,37,NO MATRICULADO,Ingeniería
50,2016-1,7,34,NO MATRICULADO,Ingeniería
61,2008-2,24,37,NO MATRICULADO,Ingeniería
44,2016-2,3,28,MATRICULADO,Ingeniería
58,2006-1,26,34,NO MATRICULADO,Ingeniería
50,2016-1,4,37,NO MATRICULADO,Ingeniería
23,2015-2,5,36,NO MATRICULADO,Ingeniería
51,2015-1,3,34,MATRICULADO,Ingeniería
41,2009-1,17,12,NO MATRICULADO,Ingeniería
45,2015-2,6,12,MATRICULADO,Ingeniería
35,2007-1,22,28,GRADUADO,Ingeniería
44,2012-1,10,12,NO MATRICULADO,Ingeniería
37,2007-2,22,12,NO MATRICULADO,Ingeniería
