Codigo,Asignatura,Matriculadas,Aprobado,Reprobado,Cancelada,PorcentajeAprobado,PorcentajeReprobado,PorcentajeCancelado,Semestre,ProgramaAcademico
BA372,HUMANIDADES II,12,7,0,5,0.58,0.00,0.42,2019-1,Ingeniería Electrónica (Diurna)
EE023,ADMINISTRACIÓN,1,1,0,0,1.00,0.00,0.00,2019-1,Ingeniería Electrónica (Diurna)
EE881,LABORATORIO DE INSTRUMENTACIÓN,1,0,0,1,0.00,0.00,1.00,2019-1,Ingeniería Electrónica (Diurna)
BUA6,TENIS DE MESA,4,0,0,4,0.00,0.00,1.00,2019-1,Ingeniería Electrónica (Diurna)
UVMA2,PRODUCCIÓN Y CONSUMO SUSTENTABLE,1,1,0,0,1.00,0.00,0.00,2019-1,Ingeniería Electrónica (Diurna)
IM513,MATEMÁTICAS ESPECIALES,12,11,0,1,0.92,0.00,0.08,2019-1,Ingeniería Electrónica (Diurna)
CB334,FÍSICA II,21,19,2,0,0.90,0.10,0.00,2019-1,Ingeniería Electrónica (Diurna)
CB215,MATEMÁTICAS II,26,10,13,3,0.38,0.50,0.12,2019-1,Ingeniería Electrónica (Diurna)
BA172,HUMANIDADES I,70,60,9,1,0.86,0.13,0.01,2019-1,Ingeniería Electrónica (Diurna)
CB242,LABORATORIO DE FÍSICA I,28,24,0,4,0.86,0.00,0.14,2019-1,Ingeniería Electrónica (Diurna)
CB115,MATEMÁTICAS I,15,11,4,0,0.73,0.27,0.00,2019-1,Ingeniería Electrónica (Diurna)
EE791,LABORATORIO  DE SISTEMAS DIGITALES III,1,1,0,0,1.00,0.00,0.00,2019-1,Ingeniería Electrónica (Diurna)
EE763,SEMINARIO DE INVESTIGACIÓN,1,1,0,0,1.00,0.00,0.00,2019-1,Ingeniería Electrónica (Diurna)
BUB2,FÚTBOL DE SALÓN,1,0,0,1,0.00,0.00,1.00,2019-1,Ingeniería Electrónica (Diurna)
EE053,DESARROLLO DE APLICACIONES MÓVILES,1,1,0,0,1.00,0.00,0.00,2019-1,Ingeniería Electrónica (Diurna)
CB413,MATEMÁTICAS IV,17,13,2,2,0.76,0.12,0.12,2019-1,Ingeniería Electrónica (Diurna)
EE364,CIRCUITOS I,19,10,6,3,0.53,0.32,0.16,2019-1,Ingeniería Electrónica (Diurna)
CB423,MÉTODOS NUMÉRICOS,19,16,1,2,0.84,0.05,0.11,2019-1,Ingeniería Electrónica (Diurna)
EE7A3,CONTROL I,1,1,0,0,1.00,0.00,0.00,2019-1,Ingeniería Electrónica (Diurna)
TQ133,QUÍMICA GENERAL,85,50,31,4,0.59,0.36,0.05,2019-1,Ingeniería Electrónica (Diurna)
EE403,ELECTRÓNICA ANÁLOGA I,10,9,1,0,0.90,0.10,0.00,2019-1,Ingeniería Electrónica (Diurna)
EE681,LABORATORIO DE CONVERSIÓN DE ENERGÍA,1,1,0,0,1.00,0.00,0.00,2019-1,Ingeniería Electrónica (Diurna)
CB314,MATEMÁTICAS III,17,7,6,4,0.41,0.35,0.24,2019-1,Ingeniería Electrónica (Diurna)
EE523,CAMPOS I,11,10,1,0,0.91,0.09,0.00,2019-1,Ingeniería Electrónica (Diurna)
II152,INFORMÁTICA T1,1,0,1,0,0.00,1.00,0.00,2019-1,Ingeniería Electrónica (Diurna)
EE903,PROCESAMIENTO DIGITAL DE SEÑALES,1,0,0,1,0.00,0.00,1.00,2019-1,Ingeniería Electrónica (Diurna)
CB223,ÁLGEBRA LINEAL,25,18,5,2,0.72,0.20,0.08,2019-1,Ingeniería Electrónica (Diurna)
CB113,MATEMÁTICAS I ARTICULACION ASIGNATURA DOS,33,24,7,2,0.73,0.21,0.06,2019-1,Ingeniería Electrónica (Diurna)
EE253,INTRODUCCIÓN A LA INGENIERÍA ELECTRÓNICA,80,71,8,1,0.89,0.10,0.01,2019-1,Ingeniería Electrónica (Diurna)
EE503,SISTEMAS DIGITALES I,3,3,0,0,1.00,0.00,0.00,2019-1,Ingeniería Electrónica (Diurna)
EE581,LABORATORIO DE SISTEMAS DIGITALES I,4,4,0,0,1.00,0.00,0.00,2019-1,Ingeniería Electrónica (Diurna)
BUA8,GIMNASIO,5,0,0,5,0.00,0.00,1.00,2019-1,Ingeniería Electrónica (Diurna)
EE571,LABORATORIO DE ELECTRÓNICA ANÁLOGA II,4,4,0,0,1.00,0.00,0.00,2019-1,Ingeniería Electrónica (Diurna)
EE913,ECONOMIA,7,4,2,1,0.57,0.29,0.14,2019-1,Ingeniería Electrónica (Diurna)
UVBA1,CONSTITUCIÓN POLÍTICA (SEMIPRESENCIAL),3,0,3,0,0.00,1.00,0.00,2019-1,Ingeniería Electrónica (Diurna)
EE983,ELECTRONICA DE POTENCIA,1,0,0,1,0.00,0.00,1.00,2019-1,Ingeniería Electrónica (Diurna)
EE581,LABORATORIO DE SISTEMAS DIGITALES I,12,12,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
CB152,DIBUJO I,52,36,7,9,0.69,0.13,0.17,2019-2,Ingeniería Electrónica (Diurna)
CB423,MÉTODOS NUMÉRICOS,14,14,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
BA122,METODOLOGÍA DE LA INVESTIGACIÓN,35,30,2,3,0.86,0.06,0.09,2019-2,Ingeniería Electrónica (Diurna)
CB334,FÍSICA II,12,6,3,3,0.50,0.25,0.25,2019-2,Ingeniería Electrónica (Diurna)
CB112,MATEMÁTICAS I ARTICULACIÓN PRIMER ASIGNATURA,19,6,12,1,0.32,0.63,0.05,2019-2,Ingeniería Electrónica (Diurna)
EE603,SISTEMAS DIGITALES II,4,3,1,0,0.75,0.25,0.00,2019-2,Ingeniería Electrónica (Diurna)
CB434,FÍSICA III,14,12,0,2,0.86,0.00,0.14,2019-2,Ingeniería Electrónica (Diurna)
EE471,LABORATORIO DE CIRCUITOS II,12,12,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
EE7C3,TEORIA DE SEÑALES,11,9,0,2,0.82,0.00,0.18,2019-2,Ingeniería Electrónica (Diurna)
EE351,LABORATORIO DE CIRCUITO I,15,10,0,5,0.67,0.00,0.33,2019-2,Ingeniería Electrónica (Diurna)
UVBA1,CONSTITUCIÓN POLÍTICA (SEMIPRESENCIAL),9,8,1,0,0.89,0.11,0.00,2019-2,Ingeniería Electrónica (Diurna)
CB342,LABORATORIO DE FÍSICA II,12,12,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
CB113,MATEMÁTICAS I ARTICULACION ASIGNATURA DOS,20,13,7,0,0.65,0.35,0.00,2019-2,Ingeniería Electrónica (Diurna)
EE023,ADMINISTRACIÓN,3,3,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
EE913,ECONOMIA,9,9,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
UVMA2,PRODUCCIÓN Y CONSUMO SUSTENTABLE,2,2,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
EE8C3,SISTEMAS DIGITALES IV,1,1,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
EE781,LABORATORIO DE CONTROL I,2,1,0,1,0.50,0.00,0.50,2019-2,Ingeniería Electrónica (Diurna)
EE481,LABORATORIO DE ELECTRÓNICA ANÁLOGA I,12,12,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
CB115,MATEMÁTICAS I,15,12,3,0,0.80,0.20,0.00,2019-2,Ingeniería Electrónica (Diurna)
IM513,MATEMÁTICAS ESPECIALES,11,9,0,2,0.82,0.00,0.18,2019-2,Ingeniería Electrónica (Diurna)
EE6B3,ESTADÍSTICA,15,9,2,4,0.60,0.13,0.27,2019-2,Ingeniería Electrónica (Diurna)
BA372,HUMANIDADES II,40,32,0,8,0.80,0.00,0.20,2019-2,Ingeniería Electrónica (Diurna)
CB234,FÍSICA I,39,36,2,1,0.92,0.05,0.03,2019-2,Ingeniería Electrónica (Diurna)
EE973,REDES DE DATOS,1,1,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
EE933,COMUNICACIÓN ORAL Y ESCRITA,14,10,0,4,0.71,0.00,0.29,2019-2,Ingeniería Electrónica (Diurna)
EE571,LABORATORIO DE ELECTRÓNICA ANÁLOGA II,8,8,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
CB215,MATEMÁTICAS II,47,22,9,16,0.47,0.19,0.34,2019-2,Ingeniería Electrónica (Diurna)
EE803,COMUNICACIONES II,1,0,0,1,0.00,0.00,1.00,2019-2,Ingeniería Electrónica (Diurna)
EE253,INTRODUCCIÓN A LA INGENIERÍA ELECTRÓNICA,25,24,1,0,0.96,0.04,0.00,2019-2,Ingeniería Electrónica (Diurna)
CB413,MATEMÁTICAS IV,17,13,1,3,0.76,0.06,0.18,2019-2,Ingeniería Electrónica (Diurna)
EE993,ELECTROMEDICINA,1,1,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
EE713,FISICA DEL ESTADO SOLIDO,14,9,2,3,0.64,0.14,0.21,2019-2,Ingeniería Electrónica (Diurna)
EE364,CIRCUITOS I,19,11,4,4,0.58,0.21,0.21,2019-2,Ingeniería Electrónica (Diurna)
EE493,CIRCUITO II,19,16,2,1,0.84,0.11,0.05,2019-2,Ingeniería Electrónica (Diurna)
BA172,HUMANIDADES I,36,35,1,0,0.97,0.03,0.00,2019-2,Ingeniería Electrónica (Diurna)
CB242,LABORATORIO DE FÍSICA I,40,35,2,3,0.88,0.05,0.08,2019-2,Ingeniería Electrónica (Diurna)
CB223,ÁLGEBRA LINEAL,41,17,5,19,0.41,0.12,0.46,2019-2,Ingeniería Electrónica (Diurna)
EE013,ETICA Y CONTRATACIÓN,4,4,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
EE6A3,CONVERSIÓN DE ENERGÍA,10,9,0,1,0.90,0.00,0.10,2019-2,Ingeniería Electrónica (Diurna)
EE771,LABORATORIO DE COMUNICACIONES I,3,3,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
UV372,HUMANIDADES II,2,2,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
EE703,COMUNICACIONES I,3,2,0,1,0.67,0.00,0.33,2019-2,Ingeniería Electrónica (Diurna)
EE693,ELECTRÓNICA ANÁLOGA III,4,2,0,2,0.50,0.00,0.50,2019-2,Ingeniería Electrónica (Diurna)
EE523,CAMPOS I,15,10,0,5,0.67,0.00,0.33,2019-2,Ingeniería Electrónica (Diurna)
EE373,PROGRAMACIÓN I,17,7,2,8,0.41,0.12,0.47,2019-2,Ingeniería Electrónica (Diurna)
EE593,ELECTRÓNICA ANÁLOGA II,12,12,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
CB442,LABORATORIO DE FÍSICA III,15,13,0,2,0.87,0.00,0.13,2019-2,Ingeniería Electrónica (Diurna)
EE671,LABORATORIO DE SISTEMAS DIGITALES II,3,3,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
EE503,SISTEMAS DIGITALES I,12,12,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
CB314,MATEMÁTICAS III,20,13,3,4,0.65,0.15,0.20,2019-2,Ingeniería Electrónica (Diurna)
BUA8,GIMNASIO,1,0,0,1,0.00,0.00,1.00,2019-2,Ingeniería Electrónica (Diurna)
EE661,LABORATORIO DE ELECTRÓNICA ANÁLOGA III,4,4,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
EE403,ELECTRÓNICA ANÁLOGA I,15,13,2,0,0.87,0.13,0.00,2019-2,Ingeniería Electrónica (Diurna)
EE681,LABORATORIO DE CONVERSIÓN DE ENERGÍA,10,10,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
EE463,PROGRAMACIÓN II,11,11,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
BUA2,BALONCESTO,3,0,0,3,0.00,0.00,1.00,2019-2,Ingeniería Electrónica (Diurna)
TQ133,QUÍMICA GENERAL,44,35,5,4,0.80,0.11,0.09,2019-2,Ingeniería Electrónica (Diurna)
BU101,DEPORTES I,1,0,0,1,0.00,0.00,1.00,2019-2,Ingeniería Electrónica (Diurna)
EE8A3,CONTROL II,1,1,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
EE871,LABORATORIO DE CONTROL II,1,1,0,0,1.00,0.00,0.00,2019-2,Ingeniería Electrónica (Diurna)
EE593,ELECTRÓNICA ANÁLOGA II,14,13,0,1,0.93,0.00,0.07,2020-1,Ingeniería Electrónica (Diurna)
EE6A3,CONVERSIÓN DE ENERGÍA,11,11,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
TQ133,QUÍMICA GENERAL,62,57,4,1,0.92,0.06,0.02,2020-1,Ingeniería Electrónica (Diurna)
CB423,MÉTODOS NUMÉRICOS,4,2,1,1,0.50,0.25,0.25,2020-1,Ingeniería Electrónica (Diurna)
EE803,COMUNICACIONES II,3,3,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
UVO12,FORMULACIÓN Y EVALUACIÓN DE PROYECTOS DE INVERSIÓN (OPCIONAL),2,2,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
CB152,DIBUJO I,38,31,2,5,0.82,0.05,0.13,2020-1,Ingeniería Electrónica (Diurna)
UVBA1,CONSTITUCIÓN POLÍTICA (SEMIPRESENCIAL),5,5,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE681,LABORATORIO DE CONVERSIÓN DE ENERGÍA,10,10,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
BUA8,GIMNASIO,2,0,0,2,0.00,0.00,1.00,2020-1,Ingeniería Electrónica (Diurna)
EE781,LABORATORIO DE CONTROL I,3,1,0,2,0.33,0.00,0.67,2020-1,Ingeniería Electrónica (Diurna)
EE7B3,SISTEMAS DIGITALES III,4,4,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE703,COMUNICACIONES I,10,10,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE932,COMUNICACIÓN ORAL Y ESCRITA,3,3,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE373,PROGRAMACIÓN I,31,23,3,5,0.74,0.10,0.16,2020-1,Ingeniería Electrónica (Diurna)
BA122,METODOLOGÍA DE LA INVESTIGACIÓN,37,30,2,5,0.81,0.05,0.14,2020-1,Ingeniería Electrónica (Diurna)
EE7C3,TEORIA DE SEÑALES,10,8,1,1,0.80,0.10,0.10,2020-1,Ingeniería Electrónica (Diurna)
EE933,COMUNICACIÓN ORAL Y ESCRITA,24,22,1,1,0.92,0.04,0.04,2020-1,Ingeniería Electrónica (Diurna)
BA172,HUMANIDADES I,58,54,4,0,0.93,0.07,0.00,2020-1,Ingeniería Electrónica (Diurna)
BUB3,RACQUETBALL,2,0,0,2,0.00,0.00,1.00,2020-1,Ingeniería Electrónica (Diurna)
EE693,ELECTRÓNICA ANÁLOGA III,12,10,2,0,0.83,0.17,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE671,LABORATORIO DE SISTEMAS DIGITALES II,11,10,0,1,0.91,0.00,0.09,2020-1,Ingeniería Electrónica (Diurna)
EE581,LABORATORIO DE SISTEMAS DIGITALES I,11,11,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE053,DESARROLLO DE APLICACIONES MÓVILES,5,4,0,1,0.80,0.00,0.20,2020-1,Ingeniería Electrónica (Diurna)
CB314,MATEMÁTICAS III,26,24,0,2,0.92,0.00,0.08,2020-1,Ingeniería Electrónica (Diurna)
EE471,LABORATORIO DE CIRCUITOS II,11,6,0,5,0.55,0.00,0.45,2020-1,Ingeniería Electrónica (Diurna)
EE713,FISICA DEL ESTADO SOLIDO,16,16,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE463,PROGRAMACIÓN II,10,8,2,0,0.80,0.20,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE661,LABORATORIO DE ELECTRÓNICA ANÁLOGA III,10,10,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE481,LABORATORIO DE ELECTRÓNICA ANÁLOGA I,12,12,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
UVMA2,PRODUCCIÓN Y CONSUMO SUSTENTABLE,2,2,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE881,LABORATORIO DE INSTRUMENTACIÓN,2,0,0,2,0.00,0.00,1.00,2020-1,Ingeniería Electrónica (Diurna)
EE891,LABORATORIO DE SISTEMAS DIGITALES IV,1,1,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE903,PROCESAMIENTO DIGITAL DE SEÑALES,1,1,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE523,CAMPOS I,14,12,0,2,0.86,0.00,0.14,2020-1,Ingeniería Electrónica (Diurna)
EE7A3,CONTROL I,2,2,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE571,LABORATORIO DE ELECTRÓNICA ANÁLOGA II,14,13,0,1,0.93,0.00,0.07,2020-1,Ingeniería Electrónica (Diurna)
EE771,LABORATORIO DE COMUNICACIONES I,12,12,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
CB215,MATEMÁTICAS II,53,41,7,5,0.77,0.13,0.09,2020-1,Ingeniería Electrónica (Diurna)
CB242,LABORATORIO DE FÍSICA I,31,28,0,3,0.90,0.00,0.10,2020-1,Ingeniería Electrónica (Diurna)
CB115,MATEMÁTICAS I,28,24,1,3,0.86,0.04,0.11,2020-1,Ingeniería Electrónica (Diurna)
CB442,LABORATORIO DE FÍSICA III,17,15,0,2,0.88,0.00,0.12,2020-1,Ingeniería Electrónica (Diurna)
BUA4,NATACIÓN,2,0,0,2,0.00,0.00,1.00,2020-1,Ingeniería Electrónica (Diurna)
EE603,SISTEMAS DIGITALES II,13,11,0,2,0.85,0.00,0.15,2020-1,Ingeniería Electrónica (Diurna)
CB234,FÍSICA I,31,25,1,5,0.81,0.03,0.16,2020-1,Ingeniería Electrónica (Diurna)
CB112,MATEMÁTICAS I ARTICULACIÓN PRIMER ASIGNATURA,43,28,12,3,0.65,0.28,0.07,2020-1,Ingeniería Electrónica (Diurna)
EE351,LABORATORIO DE CIRCUITO I,25,25,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
UV172,HUMANIDADES I,1,1,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
CB434,FÍSICA III,14,13,1,0,0.93,0.07,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE403,ELECTRÓNICA ANÁLOGA I,17,16,0,1,0.94,0.00,0.06,2020-1,Ingeniería Electrónica (Diurna)
CB413,MATEMÁTICAS IV,15,8,5,2,0.53,0.33,0.13,2020-1,Ingeniería Electrónica (Diurna)
IM513,MATEMÁTICAS ESPECIALES,17,17,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
BA372,HUMANIDADES II,46,36,1,9,0.78,0.02,0.20,2020-1,Ingeniería Electrónica (Diurna)
CB334,FÍSICA II,25,23,1,1,0.92,0.04,0.04,2020-1,Ingeniería Electrónica (Diurna)
EE013,ETICA Y CONTRATACIÓN,5,5,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
UVNV3,NEGOCIOS VERDES,2,2,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE8A3,CONTROL II,1,0,0,1,0.00,0.00,1.00,2020-1,Ingeniería Electrónica (Diurna)
BUA2,BALONCESTO,1,0,0,1,0.00,0.00,1.00,2020-1,Ingeniería Electrónica (Diurna)
CB342,LABORATORIO DE FÍSICA II,20,20,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE023,ADMINISTRACIÓN,7,7,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE253,INTRODUCCIÓN A LA INGENIERÍA ELECTRÓNICA,59,51,6,2,0.86,0.10,0.03,2020-1,Ingeniería Electrónica (Diurna)
EE913,ECONOMIA,10,10,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE364,CIRCUITOS I,29,26,3,0,0.90,0.10,0.00,2020-1,Ingeniería Electrónica (Diurna)
CB113,MATEMÁTICAS I ARTICULACION ASIGNATURA DOS,9,8,0,1,0.89,0.00,0.11,2020-1,Ingeniería Electrónica (Diurna)
UV372,HUMANIDADES II,1,1,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
BUA6,TENIS DE MESA,2,0,0,2,0.00,0.00,1.00,2020-1,Ingeniería Electrónica (Diurna)
EE8B3,INSTRUMENTACIÓN,2,1,0,1,0.50,0.00,0.50,2020-1,Ingeniería Electrónica (Diurna)
EE6B3,ESTADÍSTICA,18,11,3,4,0.61,0.17,0.22,2020-1,Ingeniería Electrónica (Diurna)
EE503,SISTEMAS DIGITALES I,13,13,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
CB223,ÁLGEBRA LINEAL,48,43,3,2,0.90,0.06,0.04,2020-1,Ingeniería Electrónica (Diurna)
EE763,SEMINARIO DE INVESTIGACIÓN,7,7,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE791,LABORATORIO  DE SISTEMAS DIGITALES III,4,4,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE861,LABORATORIO DE COMUNICACIONES II,2,2,0,0,1.00,0.00,0.00,2020-1,Ingeniería Electrónica (Diurna)
EE493,CIRCUITO II,14,8,2,4,0.57,0.14,0.29,2020-1,Ingeniería Electrónica (Diurna)
EE6B3,ESTADÍSTICA,8,7,1,0,0.88,0.13,0.00,2020-2,Ingeniería Electrónica (Diurna)
CB112,MATEMÁTICAS I ARTICULACIÓN PRIMER ASIGNATURA,43,28,14,1,0.65,0.33,0.02,2020-2,Ingeniería Electrónica (Diurna)
EE983,ELECTRONICA DE POTENCIA,2,1,0,1,0.50,0.00,0.50,2020-2,Ingeniería Electrónica (Diurna)
EE7B3,SISTEMAS DIGITALES III,9,8,0,1,0.89,0.00,0.11,2020-2,Ingeniería Electrónica (Diurna)
EE693,ELECTRÓNICA ANÁLOGA III,7,4,3,0,0.57,0.43,0.00,2020-2,Ingeniería Electrónica (Diurna)
EE581,LABORATORIO DE SISTEMAS DIGITALES I,10,10,0,0,1.00,0.00,0.00,2020-2,Ingeniería Electrónica (Diurna)
EE481,LABORATORIO DE ELECTRÓNICA ANÁLOGA I,8,7,1,0,0.88,0.13,0.00,2020-2,Ingeniería Electrónica (Diurna)
EE713,FISICA DEL ESTADO SOLIDO,9,9,0,0,1.00,0.00,0.00,2020-2,Ingeniería Electrónica (Diurna)
EE933,COMUNICACIÓN ORAL Y ESCRITA,26,24,1,1,0.92,0.04,0.04,2020-2,Ingeniería Electrónica (Diurna)
EE351,LABORATORIO DE CIRCUITO I,35,24,5,6,0.69,0.14,0.17,2020-2,Ingeniería Electrónica (Diurna)
CB223,ÁLGEBRA LINEAL,53,37,10,6,0.70,0.19,0.11,2020-2,Ingeniería Electrónica (Diurna)
CB342,LABORATORIO DE FÍSICA II,35,30,1,4,0.86,0.03,0.11,2020-2,Ingeniería Electrónica (Diurna)
CB115,MATEMÁTICAS I,10,9,1,0,0.90,0.10,0.00,2020-2,Ingeniería Electrónica (Diurna)
EE861,LABORATORIO DE COMUNICACIONES II,7,7,0,0,1.00,0.00,0.00,2020-2,Ingeniería Electrónica (Diurna)
EE8C3,SISTEMAS DIGITALES IV,2,1,1,0,0.50,0.50,0.00,2020-2,Ingeniería Electrónica (Diurna)
EE781,LABORATORIO DE CONTROL I,15,14,1,0,0.93,0.07,0.00,2020-2,Ingeniería Electrónica (Diurna)
EE7C3,TEORIA DE SEÑALES,14,8,5,1,0.57,0.36,0.07,2020-2,Ingeniería Electrónica (Diurna)
EE364,CIRCUITOS I,44,31,6,7,0.70,0.14,0.16,2020-2,Ingeniería Electrónica (Diurna)
EE373,PROGRAMACIÓN I,46,29,5,12,0.63,0.11,0.26,2020-2,Ingeniería Electrónica (Diurna)
EE891,LABORATORIO DE SISTEMAS DIGITALES IV,2,2,0,0,1.00,0.00,0.00,2020-2,Ingeniería Electrónica (Diurna)
EE023,ADMINISTRACIÓN,12,12,0,0,1.00,0.00,0.00,2020-2,Ingeniería Electrónica (Diurna)
EE8B3,INSTRUMENTACIÓN,15,14,0,1,0.93,0.00,0.07,2020-2,Ingeniería Electrónica (Diurna)
EE593,ELECTRÓNICA ANÁLOGA II,16,15,1,0,0.94,0.06,0.00,2020-2,Ingeniería Electrónica (Diurna)
CB434,FÍSICA III,17,16,1,0,0.94,0.06,0.00,2020-2,Ingeniería Electrónica (Diurna)
EE8A3,CONTROL II,1,0,0,1,0.00,0.00,1.00,2020-2,Ingeniería Electrónica (Diurna)
EE791,LABORATORIO  DE SISTEMAS DIGITALES III,8,6,0,2,0.75,0.00,0.25,2020-2,Ingeniería Electrónica (Diurna)
EE493,CIRCUITO II,27,17,7,3,0.63,0.26,0.11,2020-2,Ingeniería Electrónica (Diurna)
BA172,HUMANIDADES I,37,29,7,1,0.78,0.19,0.03,2020-2,Ingeniería Electrónica (Diurna)
EE523,CAMPOS I,11,9,0,2,0.82,0.00,0.18,2020-2,Ingeniería Electrónica (Diurna)
UV172,HUMANIDADES I,1,0,1,0,0.00,1.00,0.00,2020-2,Ingeniería Electrónica (Diurna)
CB242,LABORATORIO DE FÍSICA I,48,43,3,2,0.90,0.06,0.04,2020-2,Ingeniería Electrónica (Diurna)
EE803,COMUNICACIONES II,9,8,0,1,0.89,0.00,0.11,2020-2,Ingeniería Electrónica (Diurna)
EE6A3,CONVERSIÓN DE ENERGÍA,10,9,0,1,0.90,0.00,0.10,2020-2,Ingeniería Electrónica (Diurna)
IM513,MATEMÁTICAS ESPECIALES,8,8,0,0,1.00,0.00,0.00,2020-2,Ingeniería Electrónica (Diurna)
UV372,HUMANIDADES II,6,6,0,0,1.00,0.00,0.00,2020-2,Ingeniería Electrónica (Diurna)
CB413,MATEMÁTICAS IV,24,20,1,3,0.83,0.04,0.13,2020-2,Ingeniería Electrónica (Diurna)
CB215,MATEMÁTICAS II,53,35,11,7,0.66,0.21,0.13,2020-2,Ingeniería Electrónica (Diurna)
CB423,MÉTODOS NUMÉRICOS,19,15,4,0,0.79,0.21,0.00,2020-2,Ingeniería Electrónica (Diurna)
TQ133,QUÍMICA GENERAL,40,32,8,0,0.80,0.20,0.00,2020-2,Ingeniería Electrónica (Diurna)
EE253,INTRODUCCIÓN A LA INGENIERÍA ELECTRÓNICA,42,27,14,1,0.64,0.33,0.02,2020-2,Ingeniería Electrónica (Diurna)
EE053,DESARROLLO DE APLICACIONES MÓVILES,15,6,0,9,0.40,0.00,0.60,2020-2,Ingeniería Electrónica (Diurna)
BUB3,RACQUETBALL,1,0,0,1,0.00,0.00,1.00,2020-2,Ingeniería Electrónica (Diurna)
EE403,ELECTRÓNICA ANÁLOGA I,4,4,0,0,1.00,0.00,0.00,2020-2,Ingeniería Electrónica (Diurna)
EE913,ECONOMIA,14,14,0,0,1.00,0.00,0.00,2020-2,Ingeniería Electrónica (Diurna)
